,container_id,machine_id,time_stamp,cpu_util_percent,mem_util_percent,cpu_request,cpu_limit,mem_size,cpu_uage,mem_usage
38,c_10184,m_1897,118290,1,18,400,400,1.56,4.0,0.2808
39,c_10184,m_1897,118640,1,18,400,400,1.56,4.0,0.2808
40,c_10184,m_1897,118980,1,18,400,400,1.56,4.0,0.2808
41,c_10184,m_1897,119000,1,18,400,400,1.56,4.0,0.2808
42,c_10184,m_1897,119230,2,18,400,400,1.56,8.0,0.2808
43,c_10184,m_1897,120160,1,18,400,400,1.56,4.0,0.2808
44,c_10184,m_1897,120530,1,18,400,400,1.56,4.0,0.2808
45,c_10184,m_1897,121720,1,18,400,400,1.56,4.0,0.2808
46,c_10184,m_1897,122260,1,18,400,400,1.56,4.0,0.2808
47,c_10184,m_1897,122500,1,18,400,400,1.56,4.0,0.2808
48,c_10184,m_1897,122570,1,18,400,400,1.56,4.0,0.2808
49,c_10184,m_1897,124330,2,19,400,400,1.56,8.0,0.2964
50,c_10184,m_1897,124530,1,19,400,400,1.56,4.0,0.2964
51,c_10184,m_1897,125270,1,19,400,400,1.56,4.0,0.2964
52,c_10184,m_1897,125940,1,19,400,400,1.56,4.0,0.2964
53,c_10184,m_1897,126600,1,18,400,400,1.56,4.0,0.2808
54,c_10184,m_1897,127140,1,18,400,400,1.56,4.0,0.2808
55,c_10184,m_1897,127620,1,18,400,400,1.56,4.0,0.2808
56,c_10184,m_1897,127900,1,18,400,400,1.56,4.0,0.2808
57,c_10184,m_1897,128910,1,18,400,400,1.56,4.0,0.2808
58,c_10184,m_1897,129850,2,18,400,400,1.56,8.0,0.2808
59,c_10184,m_1897,130120,1,18,400,400,1.56,4.0,0.2808
60,c_10184,m_1897,131170,2,17,400,400,1.56,8.0,0.2652
61,c_10184,m_1897,132530,1,18,400,400,1.56,4.0,0.2808
62,c_10184,m_1897,161520,1,20,400,400,1.56,4.0,0.312
63,c_10184,m_1897,162190,2,20,400,400,1.56,8.0,0.312
64,c_10184,m_1897,163030,2,20,400,400,1.56,8.0,0.312
65,c_10184,m_1897,164440,1,19,400,400,1.56,4.0,0.2964
66,c_10184,m_1897,164790,1,19,400,400,1.56,4.0,0.2964
67,c_10184,m_1897,164800,1,19,400,400,1.56,4.0,0.2964
68,c_10184,m_1897,164930,1,19,400,400,1.56,4.0,0.2964
69,c_10184,m_1897,165130,2,19,400,400,1.56,8.0,0.2964
70,c_10184,m_1897,165420,1,19,400,400,1.56,4.0,0.2964
71,c_10184,m_1897,165690,1,20,400,400,1.56,4.0,0.312
72,c_10184,m_1897,165850,2,19,400,400,1.56,8.0,0.2964
73,c_10184,m_1897,166140,1,20,400,400,1.56,4.0,0.312
74,c_10184,m_1897,166760,1,20,400,400,1.56,4.0,0.312
75,c_10184,m_1897,167060,1,20,400,400,1.56,4.0,0.312
76,c_10184,m_1897,167350,2,20,400,400,1.56,8.0,0.312
77,c_10184,m_1897,167550,1,20,400,400,1.56,4.0,0.312
78,c_10184,m_1897,168290,1,20,400,400,1.56,4.0,0.312
79,c_10184,m_1897,168390,1,20,400,400,1.56,4.0,0.312
80,c_10184,m_1897,168730,2,20,400,400,1.56,8.0,0.312
81,c_10184,m_1897,168820,1,20,400,400,1.56,4.0,0.312
82,c_10184,m_1897,169120,1,20,400,400,1.56,4.0,0.312
83,c_10184,m_1897,169790,1,20,400,400,1.56,4.0,0.312
84,c_10184,m_1897,169830,1,20,400,400,1.56,4.0,0.312
85,c_10184,m_1897,169860,1,20,400,400,1.56,4.0,0.312
86,c_10184,m_1897,170590,1,20,400,400,1.56,4.0,0.312
87,c_10184,m_1897,170770,2,20,400,400,1.56,8.0,0.312
88,c_10184,m_1897,171720,1,20,400,400,1.56,4.0,0.312
89,c_10184,m_1897,172220,1,20,400,400,1.56,4.0,0.312
90,c_10184,m_1897,172550,1,21,400,400,1.56,4.0,0.3276
91,c_10184,m_1897,173140,1,21,400,400,1.56,4.0,0.3276
92,c_10184,m_1897,173660,1,21,400,400,1.56,4.0,0.3276
93,c_10184,m_1897,173820,1,21,400,400,1.56,4.0,0.3276
94,c_10184,m_1897,174000,1,21,400,400,1.56,4.0,0.3276
95,c_10184,m_1897,174320,1,21,400,400,1.56,4.0,0.3276
96,c_10184,m_1897,175490,1,21,400,400,1.56,4.0,0.3276
97,c_10184,m_1897,176570,1,22,400,400,1.56,4.0,0.3432
98,c_10184,m_1897,177480,1,21,400,400,1.56,4.0,0.3276
99,c_10184,m_1897,177910,2,21,400,400,1.56,8.0,0.3276
100,c_10184,m_1897,179570,1,22,400,400,1.56,4.0,0.3432
101,c_10184,m_1897,180130,2,22,400,400,1.56,8.0,0.3432
102,c_10184,m_1897,180330,2,22,400,400,1.56,8.0,0.3432
103,c_10184,m_1897,180450,1,22,400,400,1.56,4.0,0.3432
104,c_10184,m_1897,180630,1,22,400,400,1.56,4.0,0.3432
105,c_10184,m_1897,181120,1,22,400,400,1.56,4.0,0.3432
106,c_10184,m_1897,181220,1,22,400,400,1.56,4.0,0.3432
107,c_10184,m_1897,182350,2,22,400,400,1.56,8.0,0.3432
108,c_10184,m_1897,182630,1,22,400,400,1.56,4.0,0.3432
109,c_10184,m_1897,183000,1,22,400,400,1.56,4.0,0.3432
110,c_10184,m_1897,183100,1,22,400,400,1.56,4.0,0.3432
111,c_10184,m_1897,183280,1,22,400,400,1.56,4.0,0.3432
112,c_10184,m_1897,183320,1,22,400,400,1.56,4.0,0.3432
113,c_10184,m_1897,184920,1,22,400,400,1.56,4.0,0.3432
114,c_10184,m_1897,184930,2,22,400,400,1.56,8.0,0.3432
115,c_10184,m_1897,186830,1,22,400,400,1.56,4.0,0.3432
116,c_10184,m_1897,187600,1,23,400,400,1.56,4.0,0.3588
117,c_10184,m_1897,187980,1,22,400,400,1.56,4.0,0.3432
118,c_10184,m_1897,188170,2,22,400,400,1.56,8.0,0.3432
119,c_10184,m_1897,188900,1,22,400,400,1.56,4.0,0.3432
120,c_10184,m_1897,189710,1,22,400,400,1.56,4.0,0.3432
121,c_10184,m_1897,190180,1,22,400,400,1.56,4.0,0.3432
122,c_10184,m_1897,192360,1,22,400,400,1.56,4.0,0.3432
123,c_10184,m_1897,192450,1,22,400,400,1.56,4.0,0.3432
124,c_10184,m_1897,192650,1,22,400,400,1.56,4.0,0.3432
125,c_10184,m_1897,192900,1,22,400,400,1.56,4.0,0.3432
126,c_10184,m_1897,193220,1,22,400,400,1.56,4.0,0.3432
127,c_10184,m_1897,193390,2,22,400,400,1.56,8.0,0.3432
128,c_10184,m_1897,193450,2,22,400,400,1.56,8.0,0.3432
129,c_10184,m_1897,193610,1,22,400,400,1.56,4.0,0.3432
130,c_10184,m_1897,194150,1,23,400,400,1.56,4.0,0.3588
131,c_10184,m_1897,194570,1,22,400,400,1.56,4.0,0.3432
132,c_10184,m_1897,194780,2,23,400,400,1.56,8.0,0.3588
133,c_10184,m_1897,195280,1,22,400,400,1.56,4.0,0.3432
134,c_10184,m_1897,195450,1,23,400,400,1.56,4.0,0.3588
135,c_10184,m_1897,197010,1,23,400,400,1.56,4.0,0.3588
136,c_10184,m_1897,197380,1,23,400,400,1.56,4.0,0.3588
137,c_10184,m_1897,197750,1,23,400,400,1.56,4.0,0.3588
138,c_10184,m_1897,199870,2,23,400,400,1.56,8.0,0.3588
139,c_10184,m_1897,200440,1,23,400,400,1.56,4.0,0.3588
140,c_10184,m_1897,200760,1,22,400,400,1.56,4.0,0.3432
141,c_10184,m_1897,202110,1,22,400,400,1.56,4.0,0.3432
142,c_10184,m_1897,202610,1,22,400,400,1.56,4.0,0.3432
143,c_10184,m_1897,204210,1,22,400,400,1.56,4.0,0.3432
144,c_10184,m_1897,205220,1,22,400,400,1.56,4.0,0.3432
145,c_10184,m_1897,205630,2,22,400,400,1.56,8.0,0.3432
146,c_10184,m_1897,205710,1,22,400,400,1.56,4.0,0.3432
147,c_10184,m_1897,207860,1,22,400,400,1.56,4.0,0.3432
148,c_10184,m_1897,210080,1,23,400,400,1.56,4.0,0.3588
149,c_10184,m_1897,211060,1,23,400,400,1.56,4.0,0.3588
150,c_10184,m_1897,211090,2,23,400,400,1.56,8.0,0.3588
151,c_10184,m_1897,212550,1,23,400,400,1.56,4.0,0.3588
152,c_10184,m_1897,213420,1,23,400,400,1.56,4.0,0.3588
153,c_10184,m_1897,213620,1,23,400,400,1.56,4.0,0.3588
154,c_10184,m_1897,213830,1,23,400,400,1.56,4.0,0.3588
155,c_10184,m_1897,214410,1,23,400,400,1.56,4.0,0.3588
156,c_10184,m_1897,215440,1,23,400,400,1.56,4.0,0.3588
157,c_10184,m_1897,215580,2,23,400,400,1.56,8.0,0.3588
158,c_10184,m_1897,216110,1,23,400,400,1.56,4.0,0.3588
159,c_10184,m_1897,217130,1,23,400,400,1.56,4.0,0.3588
160,c_10184,m_1897,217350,1,23,400,400,1.56,4.0,0.3588
161,c_10184,m_1897,217570,2,23,400,400,1.56,8.0,0.3588
162,c_10184,m_1897,217960,1,23,400,400,1.56,4.0,0.3588
163,c_10184,m_1897,218040,1,23,400,400,1.56,4.0,0.3588
164,c_10184,m_1897,218220,1,23,400,400,1.56,4.0,0.3588
165,c_10184,m_1897,219070,2,23,400,400,1.56,8.0,0.3588
166,c_10184,m_1897,220970,1,23,400,400,1.56,4.0,0.3588
167,c_10184,m_1897,223000,1,23,400,400,1.56,4.0,0.3588
168,c_10184,m_1897,223350,1,23,400,400,1.56,4.0,0.3588
169,c_10184,m_1897,223650,1,24,400,400,1.56,4.0,0.3744
170,c_10184,m_1897,224360,1,23,400,400,1.56,4.0,0.3588
171,c_10184,m_1897,224790,1,23,400,400,1.56,4.0,0.3588
172,c_10184,m_1897,224990,1,24,400,400,1.56,4.0,0.3744
173,c_10184,m_1897,225010,2,24,400,400,1.56,8.0,0.3744
174,c_10184,m_1897,225700,1,24,400,400,1.56,4.0,0.3744
175,c_10184,m_1897,226060,1,24,400,400,1.56,4.0,0.3744
176,c_10184,m_1897,226510,2,24,400,400,1.56,8.0,0.3744
177,c_10184,m_1897,228250,2,24,400,400,1.56,8.0,0.3744
178,c_10184,m_1897,228780,1,24,400,400,1.56,4.0,0.3744
179,c_10184,m_1897,230370,1,24,400,400,1.56,4.0,0.3744
180,c_10184,m_1897,231380,1,24,400,400,1.56,4.0,0.3744
181,c_10184,m_1897,232280,1,24,400,400,1.56,4.0,0.3744
182,c_10184,m_1897,232330,2,24,400,400,1.56,8.0,0.3744
183,c_10184,m_1897,233290,2,24,400,400,1.56,8.0,0.3744
184,c_10184,m_1897,234110,1,24,400,400,1.56,4.0,0.3744
185,c_10184,m_1897,234500,1,25,400,400,1.56,4.0,0.39
186,c_10184,m_1897,234620,1,25,400,400,1.56,4.0,0.39
187,c_10184,m_1897,235260,1,25,400,400,1.56,4.0,0.39
188,c_10184,m_1897,237260,1,25,400,400,1.56,4.0,0.39
189,c_10184,m_1897,238390,2,24,400,400,1.56,8.0,0.3744
190,c_10184,m_1897,238560,1,24,400,400,1.56,4.0,0.3744
191,c_10184,m_1897,238900,1,24,400,400,1.56,4.0,0.3744
192,c_10184,m_1897,239050,2,24,400,400,1.56,8.0,0.3744
193,c_10184,m_1897,240750,1,24,400,400,1.56,4.0,0.3744
194,c_10184,m_1897,241980,1,24,400,400,1.56,4.0,0.3744
195,c_10184,m_1897,242480,1,24,400,400,1.56,4.0,0.3744
196,c_10184,m_1897,243510,1,24,400,400,1.56,4.0,0.3744
197,c_10184,m_1897,243550,2,24,400,400,1.56,8.0,0.3744
198,c_10184,m_1897,243580,1,24,400,400,1.56,4.0,0.3744
199,c_10184,m_1897,243910,2,24,400,400,1.56,8.0,0.3744
200,c_10184,m_1897,244010,1,24,400,400,1.56,4.0,0.3744
201,c_10184,m_1897,244940,1,24,400,400,1.56,4.0,0.3744
202,c_10184,m_1897,245240,1,24,400,400,1.56,4.0,0.3744
203,c_10184,m_1897,245410,2,24,400,400,1.56,8.0,0.3744
204,c_10184,m_1897,246570,1,24,400,400,1.56,4.0,0.3744
205,c_10184,m_1897,247030,2,23,400,400,1.56,8.0,0.3588
206,c_10184,m_1897,247140,1,23,400,400,1.56,4.0,0.3588
207,c_10184,m_1897,247720,1,23,400,400,1.56,4.0,0.3588
208,c_10184,m_1897,248110,2,23,400,400,1.56,8.0,0.3588
209,c_10184,m_1897,250170,1,24,400,400,1.56,4.0,0.3744
210,c_10184,m_1897,250610,1,24,400,400,1.56,4.0,0.3744
211,c_10184,m_1897,251520,1,24,400,400,1.56,4.0,0.3744
212,c_10184,m_1897,253730,1,24,400,400,1.56,4.0,0.3744
213,c_10184,m_1897,254150,1,24,400,400,1.56,4.0,0.3744
214,c_10184,m_1897,254500,1,24,400,400,1.56,4.0,0.3744
215,c_10184,m_1897,254840,1,24,400,400,1.56,4.0,0.3744
216,c_10184,m_1897,255080,1,24,400,400,1.56,4.0,0.3744
217,c_10184,m_1897,255510,1,24,400,400,1.56,4.0,0.3744
218,c_10184,m_1897,255820,1,24,400,400,1.56,4.0,0.3744
219,c_10184,m_1897,257460,1,24,400,400,1.56,4.0,0.3744
220,c_10184,m_1897,258240,1,24,400,400,1.56,4.0,0.3744
221,c_10184,m_1897,258310,2,24,400,400,1.56,8.0,0.3744
222,c_10184,m_1897,258640,1,24,400,400,1.56,4.0,0.3744
223,c_10184,m_1897,258800,1,25,400,400,1.56,4.0,0.39
224,c_10184,m_1897,258880,1,24,400,400,1.56,4.0,0.3744
225,c_10184,m_1897,260060,1,25,400,400,1.56,4.0,0.39
226,c_10184,m_1897,260150,1,25,400,400,1.56,4.0,0.39
227,c_10184,m_1897,260400,1,25,400,400,1.56,4.0,0.39
228,c_10184,m_1897,262150,2,25,400,400,1.56,8.0,0.39
229,c_10184,m_1897,263530,1,25,400,400,1.56,4.0,0.39
230,c_10184,m_1897,263930,1,25,400,400,1.56,4.0,0.39
231,c_10184,m_1897,264310,2,25,400,400,1.56,8.0,0.39
232,c_10184,m_1897,264480,1,25,400,400,1.56,4.0,0.39
233,c_10184,m_1897,265430,1,25,400,400,1.56,4.0,0.39
234,c_10184,m_1897,266530,2,25,400,400,1.56,8.0,0.39
235,c_10184,m_1897,266860,1,25,400,400,1.56,4.0,0.39
236,c_10184,m_1897,267110,1,25,400,400,1.56,4.0,0.39
237,c_10184,m_1897,267270,1,25,400,400,1.56,4.0,0.39
238,c_10184,m_1897,267430,2,25,400,400,1.56,8.0,0.39
239,c_10184,m_1897,267570,1,25,400,400,1.56,4.0,0.39
240,c_10184,m_1897,268260,1,25,400,400,1.56,4.0,0.39
241,c_10184,m_1897,268280,1,25,400,400,1.56,4.0,0.39
242,c_10184,m_1897,268690,2,25,400,400,1.56,8.0,0.39
243,c_10184,m_1897,269160,1,25,400,400,1.56,4.0,0.39
244,c_10184,m_1897,269410,2,25,400,400,1.56,8.0,0.39
245,c_10184,m_1897,269850,1,26,400,400,1.56,4.0,0.4056
246,c_10184,m_1897,271550,1,26,400,400,1.56,4.0,0.4056
247,c_10184,m_1897,271800,1,26,400,400,1.56,4.0,0.4056
248,c_10184,m_1897,272210,1,26,400,400,1.56,4.0,0.4056
249,c_10184,m_1897,273590,1,26,400,400,1.56,4.0,0.4056
250,c_10184,m_1897,273670,2,26,400,400,1.56,8.0,0.4056
251,c_10184,m_1897,275420,1,25,400,400,1.56,4.0,0.39
252,c_10184,m_1897,275520,1,25,400,400,1.56,4.0,0.39
253,c_10184,m_1897,276110,1,25,400,400,1.56,4.0,0.39
254,c_10184,m_1897,276930,1,24,400,400,1.56,4.0,0.3744
255,c_10184,m_1897,278340,1,25,400,400,1.56,4.0,0.39
256,c_10184,m_1897,279360,1,24,400,400,1.56,4.0,0.3744
257,c_10184,m_1897,279520,1,24,400,400,1.56,4.0,0.3744
258,c_10184,m_1897,280490,1,25,400,400,1.56,4.0,0.39
259,c_10184,m_1897,281010,1,25,400,400,1.56,4.0,0.39
260,c_10184,m_1897,281240,1,25,400,400,1.56,4.0,0.39
261,c_10184,m_1897,281800,1,25,400,400,1.56,4.0,0.39
262,c_10184,m_1897,281980,1,25,400,400,1.56,4.0,0.39
263,c_10184,m_1897,282520,1,25,400,400,1.56,4.0,0.39
264,c_10184,m_1897,282780,1,25,400,400,1.56,4.0,0.39
265,c_10184,m_1897,282850,2,25,400,400,1.56,8.0,0.39
266,c_10184,m_1897,283110,1,25,400,400,1.56,4.0,0.39
267,c_10184,m_1897,283120,1,25,400,400,1.56,4.0,0.39
268,c_10184,m_1897,284650,2,25,400,400,1.56,8.0,0.39
269,c_10184,m_1897,284680,1,25,400,400,1.56,4.0,0.39
270,c_10184,m_1897,285850,2,25,400,400,1.56,8.0,0.39
271,c_10184,m_1897,286120,1,25,400,400,1.56,4.0,0.39
272,c_10184,m_1897,286470,1,25,400,400,1.56,4.0,0.39
273,c_10184,m_1897,286650,1,25,400,400,1.56,4.0,0.39
274,c_10184,m_1897,287440,1,25,400,400,1.56,4.0,0.39
275,c_10184,m_1897,287450,1,25,400,400,1.56,4.0,0.39
276,c_10184,m_1897,288000,1,25,400,400,1.56,4.0,0.39
277,c_10184,m_1897,288170,1,25,400,400,1.56,4.0,0.39
278,c_10184,m_1897,288930,1,25,400,400,1.56,4.0,0.39
279,c_10184,m_1897,289180,1,25,400,400,1.56,4.0,0.39
280,c_10184,m_1897,289310,1,25,400,400,1.56,4.0,0.39
281,c_10184,m_1897,290020,1,25,400,400,1.56,4.0,0.39
282,c_10184,m_1897,290180,1,26,400,400,1.56,4.0,0.4056
283,c_10184,m_1897,290880,1,25,400,400,1.56,4.0,0.39
284,c_10184,m_1897,290920,1,25,400,400,1.56,4.0,0.39
285,c_10184,m_1897,291300,1,25,400,400,1.56,4.0,0.39
286,c_10184,m_1897,292230,1,26,400,400,1.56,4.0,0.4056
287,c_10184,m_1897,292710,1,26,400,400,1.56,4.0,0.4056
288,c_10184,m_1897,293200,1,26,400,400,1.56,4.0,0.4056
289,c_10184,m_1897,293280,1,26,400,400,1.56,4.0,0.4056
290,c_10184,m_1897,293380,1,26,400,400,1.56,4.0,0.4056
291,c_10184,m_1897,293390,1,26,400,400,1.56,4.0,0.4056
292,c_10184,m_1897,293710,2,26,400,400,1.56,8.0,0.4056
293,c_10184,m_1897,293820,1,26,400,400,1.56,4.0,0.4056
294,c_10184,m_1897,294000,1,26,400,400,1.56,4.0,0.4056
295,c_10184,m_1897,294100,1,26,400,400,1.56,4.0,0.4056
296,c_10184,m_1897,294380,1,26,400,400,1.56,4.0,0.4056
297,c_10184,m_1897,295350,1,26,400,400,1.56,4.0,0.4056
298,c_10184,m_1897,295560,1,26,400,400,1.56,4.0,0.4056
299,c_10184,m_1897,296650,2,26,400,400,1.56,8.0,0.4056
300,c_10184,m_1897,296790,1,26,400,400,1.56,4.0,0.4056
301,c_10184,m_1897,297340,1,26,400,400,1.56,4.0,0.4056
302,c_10184,m_1897,297500,1,26,400,400,1.56,4.0,0.4056
303,c_10184,m_1897,298160,1,26,400,400,1.56,4.0,0.4056
304,c_10184,m_1897,298800,1,26,400,400,1.56,4.0,0.4056
305,c_10184,m_1897,300330,1,26,400,400,1.56,4.0,0.4056
306,c_10184,m_1897,301320,1,26,400,400,1.56,4.0,0.4056
307,c_10184,m_1897,302200,1,26,400,400,1.56,4.0,0.4056
308,c_10184,m_1897,302870,1,26,400,400,1.56,4.0,0.4056
309,c_10184,m_1897,304300,1,26,400,400,1.56,4.0,0.4056
310,c_10184,m_1897,305180,2,27,400,400,1.56,8.0,0.4212
311,c_10184,m_1897,305240,1,27,400,400,1.56,4.0,0.4212
312,c_10184,m_1897,305310,1,26,400,400,1.56,4.0,0.4056
313,c_10184,m_1897,305740,1,26,400,400,1.56,4.0,0.4056
314,c_10184,m_1897,307410,1,26,400,400,1.56,4.0,0.4056
315,c_10184,m_1897,307650,1,26,400,400,1.56,4.0,0.4056
316,c_10184,m_1897,309070,2,26,400,400,1.56,8.0,0.4056
317,c_10184,m_1897,309660,1,26,400,400,1.56,4.0,0.4056
318,c_10184,m_1897,310940,1,26,400,400,1.56,4.0,0.4056
319,c_10184,m_1897,311570,1,26,400,400,1.56,4.0,0.4056
320,c_10184,m_1897,312110,1,25,400,400,1.56,4.0,0.39
321,c_10184,m_1897,313680,1,25,400,400,1.56,4.0,0.39
322,c_10184,m_1897,314020,1,25,400,400,1.56,4.0,0.39
323,c_10184,m_1897,314080,1,25,400,400,1.56,4.0,0.39
324,c_10184,m_1897,314440,1,25,400,400,1.56,4.0,0.39
325,c_10184,m_1897,315970,2,25,400,400,1.56,8.0,0.39
326,c_10184,m_1897,316290,1,25,400,400,1.56,4.0,0.39
327,c_10184,m_1897,316660,1,25,400,400,1.56,4.0,0.39
328,c_10184,m_1897,316960,1,25,400,400,1.56,4.0,0.39
329,c_10184,m_1897,318170,1,25,400,400,1.56,4.0,0.39
330,c_10184,m_1897,318580,1,25,400,400,1.56,4.0,0.39
331,c_10184,m_1897,318750,1,25,400,400,1.56,4.0,0.39
332,c_10184,m_1897,319260,1,25,400,400,1.56,4.0,0.39
333,c_10184,m_1897,319380,1,25,400,400,1.56,4.0,0.39
334,c_10184,m_1897,319430,1,25,400,400,1.56,4.0,0.39
335,c_10184,m_1897,320150,1,25,400,400,1.56,4.0,0.39
336,c_10184,m_1897,320420,1,25,400,400,1.56,4.0,0.39
337,c_10184,m_1897,322200,1,25,400,400,1.56,4.0,0.39
338,c_10184,m_1897,323760,1,26,400,400,1.56,4.0,0.4056
339,c_10184,m_1897,324130,2,26,400,400,1.56,8.0,0.4056
340,c_10184,m_1897,324200,1,26,400,400,1.56,4.0,0.4056
341,c_10184,m_1897,324300,1,26,400,400,1.56,4.0,0.4056
342,c_10184,m_1897,324320,1,26,400,400,1.56,4.0,0.4056
343,c_10184,m_1897,324710,1,26,400,400,1.56,4.0,0.4056
344,c_10184,m_1897,325610,1,26,400,400,1.56,4.0,0.4056
345,c_10184,m_1897,325690,2,26,400,400,1.56,8.0,0.4056
346,c_10184,m_1897,326370,1,26,400,400,1.56,4.0,0.4056
347,c_10184,m_1897,326430,1,26,400,400,1.56,4.0,0.4056
348,c_10184,m_1897,326890,2,26,400,400,1.56,8.0,0.4056
349,c_10184,m_1897,326950,2,26,400,400,1.56,8.0,0.4056
350,c_10184,m_1897,327090,1,26,400,400,1.56,4.0,0.4056
351,c_10184,m_1897,327630,1,26,400,400,1.56,4.0,0.4056
352,c_10184,m_1897,328310,1,26,400,400,1.56,4.0,0.4056
353,c_10184,m_1897,328610,1,26,400,400,1.56,4.0,0.4056
354,c_10184,m_1897,329900,1,26,400,400,1.56,4.0,0.4056
355,c_10184,m_1897,331240,1,26,400,400,1.56,4.0,0.4056
356,c_10184,m_1897,331920,1,26,400,400,1.56,4.0,0.4056
357,c_10184,m_1897,332080,1,26,400,400,1.56,4.0,0.4056
358,c_10184,m_1897,332320,1,26,400,400,1.56,4.0,0.4056
359,c_10184,m_1897,332680,1,26,400,400,1.56,4.0,0.4056
360,c_10184,m_1897,333000,1,26,400,400,1.56,4.0,0.4056
361,c_10184,m_1897,333880,1,26,400,400,1.56,4.0,0.4056
362,c_10184,m_1897,334260,1,27,400,400,1.56,4.0,0.4212
363,c_10184,m_1897,334310,1,27,400,400,1.56,4.0,0.4212
364,c_10184,m_1897,334610,1,27,400,400,1.56,4.0,0.4212
365,c_10184,m_1897,334630,2,27,400,400,1.56,8.0,0.4212
366,c_10184,m_1897,335420,1,26,400,400,1.56,4.0,0.4056
367,c_10184,m_1897,335720,1,26,400,400,1.56,4.0,0.4056
368,c_10184,m_1897,336290,1,26,400,400,1.56,4.0,0.4056
369,c_10184,m_1897,336570,1,26,400,400,1.56,4.0,0.4056
370,c_10184,m_1897,336620,1,26,400,400,1.56,4.0,0.4056
371,c_10184,m_1897,337220,1,26,400,400,1.56,4.0,0.4056
372,c_10184,m_1897,338140,1,26,400,400,1.56,4.0,0.4056
373,c_10184,m_1897,338180,1,26,400,400,1.56,4.0,0.4056
374,c_10184,m_1897,338710,2,26,400,400,1.56,8.0,0.4056
375,c_10184,m_1897,338810,1,27,400,400,1.56,4.0,0.4212
376,c_10184,m_1897,339180,1,26,400,400,1.56,4.0,0.4056
377,c_10184,m_1897,340190,1,26,400,400,1.56,4.0,0.4056
378,c_10184,m_1897,340420,1,27,400,400,1.56,4.0,0.4212
379,c_10184,m_1897,341300,1,27,400,400,1.56,4.0,0.4212
380,c_10184,m_1897,342540,1,27,400,400,1.56,4.0,0.4212
381,c_10184,m_1897,342660,1,27,400,400,1.56,4.0,0.4212
382,c_10184,m_1897,344740,1,27,400,400,1.56,4.0,0.4212
383,c_10184,m_1897,344880,1,27,400,400,1.56,4.0,0.4212
384,c_10184,m_1897,344890,2,27,400,400,1.56,8.0,0.4212
385,c_10184,m_1897,344940,1,27,400,400,1.56,4.0,0.4212
386,c_10184,m_1897,346470,1,27,400,400,1.56,4.0,0.4212
387,c_10184,m_1897,346730,1,27,400,400,1.56,4.0,0.4212
